Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	1160 ms		Content: Europe eve 421120 56
     [java] Duration:	2 ms		Content: Europe gary 34177 37
     [java] Duration:	3 ms		Content: Europe alice 925101 43
     [java] Duration:	3 ms		Content: Europe alice 699786 33
     [java] Duration:	7 ms		Content: Europe alice 443957 57
     [java] Duration:	3 ms		Content: Europe eve 825528 32
     [java] Duration:	3 ms		Content: Europe carol 449406 45
     [java] Duration:	3 ms		Content: Europe gary 553157 43
     [java] Duration:	3 ms		Content: Europe eve 789015 48
     [java] Duration:	3 ms		Content: Europe alice 398618 54
     [java] Duration:	3 ms		Content: Europe carol 79065 30
     [java] Duration:	9 ms		Content: Europe eve 136907 33
     [java] Duration:	3 ms		Content: Europe gary 807398 46
     [java] Duration:	3 ms		Content: Europe gary 822557 59
     [java] Duration:	3 ms		Content: Europe alice 961105 37
     [java] Duration:	3 ms		Content: Europe eve 630102 42
     [java] Duration:	3 ms		Content: Europe carol 289555 42
     [java] Duration:	3 ms		Content: Europe carol 698426 34
     [java] Duration:	3 ms		Content: Europe alice 136700 51
     [java] Duration:	3 ms		Content: Europe alice 842121 51
     [java] Duration:	3 ms		Content: Europe eve 47046 42
     [java] Duration:	5 ms		Content: Europe alice 543123 54
     [java] Duration:	3 ms		Content: Europe eve 420331 39
     [java] Duration:	3 ms		Content: Europe alice 385921 48
     [java] Duration:	3 ms		Content: Europe eve 674064 49
     [java] Duration:	3 ms		Content: Europe gary 849965 50
     [java] Duration:	2 ms		Content: Europe gary 933432 56
     [java] Duration:	2 ms		Content: Europe eve 588941 31
     [java] Duration:	3 ms		Content: Europe gary 66993 53
     [java] Duration:	9 ms		Content: Europe alice 656647 41
     [java] Duration:	3 ms		Content: Europe gary 127044 41
     [java] Duration:	3 ms		Content: Europe alice 694238 55
     [java] Duration:	5 ms		Content: Europe eve 489701 43
     [java] Duration:	3 ms		Content: Europe alice 554733 54
     [java] Duration:	3 ms		Content: Europe eve 116983 58
     [java] Duration:	2 ms		Content: Europe carol 720053 37
     [java] Duration:	2 ms		Content: Europe carol 136790 45
     [java] Duration:	3 ms		Content: Europe alice 47140 58
     [java] Duration:	2 ms		Content: Europe carol 484316 51
     [java] Duration:	3 ms		Content: Europe alice 1043306 59
     [java] Duration:	3 ms		Content: Europe alice 295905 34
     [java] Duration:	3 ms		Content: Europe eve 66309 41
     [java] Duration:	3 ms		Content: Europe alice 809199 54
     [java] Duration:	3 ms		Content: Europe alice 673633 54
     [java] Duration:	3 ms		Content: Europe eve 205549 45
     [java] Duration:	3 ms		Content: Europe eve 654443 58
     [java] Duration:	6 ms		Content: Europe eve 567900 52
     [java] Duration:	3 ms		Content: Europe alice 84942 32
     [java] Duration:	3 ms		Content: Europe carol 308762 38
     [java] Duration:	3 ms		Content: Europe alice 1044840 48
     [java] Duration:	3 ms		Content: Europe eve 533213 31
     [java] Duration:	3 ms		Content: Europe gary 410476 38
     [java] Duration:	3 ms		Content: Europe alice 684237 41
     [java] Duration:	3 ms		Content: Europe eve 175319 54
     [java] Duration:	3 ms		Content: Europe alice 449643 30
     [java] Duration:	3 ms		Content: Europe eve 254072 55
     [java] Duration:	3 ms		Content: Europe alice 430197 59
     [java] Duration:	8 ms		Content: Europe carol 30090 46
     [java] Duration:	3 ms		Content: Europe gary 558559 32
     [java] Duration:	3 ms		Content: Europe alice 44600 34
     [java] Duration:	2 ms		Content: Europe alice 75695 59
     [java] Duration:	3 ms		Content: Europe carol 778882 38
     [java] Duration:	2 ms		Content: Europe eve 1008777 48
     [java] Duration:	2 ms		Content: Europe eve 715743 38
     [java] Duration:	3 ms		Content: Europe eve 398687 48
     [java] Duration:	2 ms		Content: Europe eve 259106 49
     [java] Duration:	2 ms		Content: Europe eve 323920 53
     [java] Duration:	3 ms		Content: Europe eve 30223 35
     [java] Duration:	3 ms		Content: Europe alice 528772 42
     [java] Duration:	2 ms		Content: Europe carol 338852 35
     [java] Duration:	2 ms		Content: Europe eve 99029 36
     [java] Duration:	3 ms		Content: Europe eve 195683 48
     [java] Duration:	3 ms		Content: Europe gary 318208 39
     [java] Duration:	16 ms		Content: Europe carol 446715 49
     [java] Duration:	3 ms		Content: Europe eve 502774 43
     [java] Duration:	2 ms		Content: Europe carol 8010 48
     [java] Duration:	2 ms		Content: Europe gary 735434 52
     [java] Duration:	3 ms		Content: Europe carol 892740 41
     [java] Duration:	2 ms		Content: Europe eve 361388 30
     [java] Duration:	3 ms		Content: Europe alice 490515 42
     [java] Duration:	2 ms		Content: Europe carol 115168 59
     [java] Duration:	2 ms		Content: Europe alice 248870 46
     [java] Duration:	2 ms		Content: Europe gary 943228 30
     [java] Duration:	3 ms		Content: Europe gary 271766 41
     [java] Duration:	2 ms		Content: Europe eve 921132 43
     [java] Duration:	3 ms		Content: Europe alice 766988 43
     [java] Duration:	2 ms		Content: Europe eve 330471 32
     [java] Duration:	3 ms		Content: Europe alice 152266 43
     [java] Duration:	2 ms		Content: Europe eve 1024706 33
     [java] Duration:	2 ms		Content: Europe carol 984825 35
     [java] Duration:	3 ms		Content: Europe alice 280312 52
     [java] Duration:	3 ms		Content: Europe alice 569026 57
     [java] Duration:	2 ms		Content: Europe eve 324189 52
     [java] Duration:	3 ms		Content: Europe carol 492682 44
     [java] Duration:	3 ms		Content: Europe alice 354737 50
     [java] Duration:	2 ms		Content: Europe eve 193018 30
     [java] Duration:	3 ms		Content: Europe alice 998064 50
     [java] Duration:	3 ms		Content: Europe carol 150844 32
     [java] Duration:	3 ms		Content: Europe carol 698237 51
     [java] Duration:	2 ms		Content: Europe gary 149600 44
     [java] Duration:	3 ms		Content: Europe eve 242950 48
     [java] Duration:	3 ms		Content: Europe carol 814933 31
     [java] Duration:	2 ms		Content: Europe carol 133311 59
     [java] Duration:	2 ms		Content: Europe carol 607631 30
     [java] Duration:	2 ms		Content: Europe eve 331781 54
     [java] Duration:	2 ms		Content: Europe carol 672465 30
     [java] Duration:	3 ms		Content: Europe eve 402818 53
     [java] Duration:	3 ms		Content: Europe gary 216503 34
     [java] Duration:	3 ms		Content: Europe eve 183717 47
     [java] Duration:	3 ms		Content: Europe alice 902501 30
     [java] Duration:	2 ms		Content: Europe alice 885986 38
     [java] Duration:	3 ms		Content: Europe eve 108854 32
     [java] Duration:	2 ms		Content: Europe carol 524128 58
     [java] Duration:	4 ms		Content: Europe alice 1022550 52
     [java] Duration:	2 ms		Content: Europe eve 688136 35
     [java] Duration:	2 ms		Content: Europe eve 456521 56
     [java] Duration:	3 ms		Content: Europe gary 968524 58
     [java] Duration:	3 ms		Content: Europe carol 949507 34
     [java] Duration:	3 ms		Content: Europe alice 274363 56
     [java] Duration:	3 ms		Content: Europe carol 75138 46
     [java] Duration:	2 ms		Content: Europe eve 562010 36
     [java] Duration:	2 ms		Content: Europe gary 556293 45
     [java] Duration:	3 ms		Content: Europe alice 468569 53
     [java] Duration:	3 ms		Content: Europe alice 784736 37
     [java] Duration:	4 ms		Content: Europe gary 953351 50
     [java] Duration:	2 ms		Content: Europe carol 893880 56
     [java] Duration:	2 ms		Content: Europe eve 670338 34
     [java] Duration:	4 ms		Content: Europe carol 318523 38
     [java] Duration:	3 ms		Content: Europe alice 277986 50
     [java] Duration:	3 ms		Content: Europe gary 315454 43
     [java] Duration:	2 ms		Content: Europe gary 124238 47
     [java] Duration:	2 ms		Content: Europe carol 719611 43
     [java] Duration:	2 ms		Content: Europe gary 913636 43
     [java] Duration:	2 ms		Content: Europe gary 560530 55
     [java] Duration:	4 ms		Content: Europe carol 713910 58
     [java] Duration:	3 ms		Content: Europe gary 831295 58
     [java] Duration:	3 ms		Content: Europe alice 654876 42
     [java] Duration:	2 ms		Content: Europe gary 264477 59
     [java] Duration:	2 ms		Content: Europe alice 779495 31
     [java] Duration:	2 ms		Content: Europe carol 70271 38
     [java] Duration:	2 ms		Content: Europe eve 137059 52
     [java] Duration:	2 ms		Content: Europe eve 33818 56
     [java] Duration:	3 ms		Content: Europe carol 302239 49
     [java] Duration:	2 ms		Content: Europe carol 1036630 55
     [java] Duration:	2 ms		Content: Europe carol 520616 44
     [java] Duration:	3 ms		Content: Europe alice 311930 45
     [java] Duration:	2 ms		Content: Europe alice 1015335 52
     [java] Duration:	2 ms		Content: Europe gary 776578 57
     [java] Duration:	3 ms		Content: Europe alice 847177 44
     [java] Duration:	2 ms		Content: Europe gary 785267 57
     [java] Duration:	2 ms		Content: Europe eve 4986 51
     [java] Duration:	2 ms		Content: Europe gary 136275 51
     [java] Duration:	2 ms		Content: Europe carol 705579 48
     [java] Duration:	2 ms		Content: Europe gary 347564 36
     [java] Duration:	6 ms		Content: Europe eve 738570 56
     [java] Duration:	3 ms		Content: Europe carol 232733 39
     [java] Duration:	3 ms		Content: Europe gary 804766 32
     [java] Duration:	3 ms		Content: Europe carol 202726 34
     [java] Duration:	3 ms		Content: Europe carol 908078 37
     [java] Duration:	3 ms		Content: Europe carol 682988 46
     [java] Duration:	3 ms		Content: Europe gary 582657 38
     [java] Duration:	3 ms		Content: Europe eve 588412 45
     [java] Duration:	3 ms		Content: Europe alice 521849 50
     [java] Duration:	3 ms		Content: Europe carol 529437 51
     [java] Duration:	3 ms		Content: Europe carol 1034691 37
     [java] Duration:	3 ms		Content: Europe carol 823881 54
     [java] Duration:	3 ms		Content: Europe carol 997242 45
     [java] Duration:	3 ms		Content: Europe alice 409757 37
     [java] Duration:	3 ms		Content: Europe alice 251630 58
     [java] Duration:	3 ms		Content: Europe alice 513693 40
     [java] Duration:	3 ms		Content: Europe alice 249369 38
     [java] Duration:	3 ms		Content: Europe alice 501879 45
     [java] Duration:	3 ms		Content: Europe alice 458106 34
     [java] Duration:	3 ms		Content: Europe alice 183713 38
     [java] Duration:	3 ms		Content: Europe eve 221279 32
     [java] Duration:	2 ms		Content: Europe carol 119296 55
     [java] Duration:	4 ms		Content: Europe alice 654778 32
     [java] Duration:	4 ms		Content: Europe gary 403725 49
     [java] Duration:	3 ms		Content: Europe carol 924635 43
     [java] Duration:	2 ms		Content: Europe carol 83286 58
     [java] Duration:	2 ms		Content: Europe carol 439501 53
     [java] Duration:	3 ms		Content: Europe eve 603230 33
     [java] Duration:	3 ms		Content: Europe alice 165833 31
     [java] Duration:	2 ms		Content: Europe gary 789492 48
     [java] Duration:	2 ms		Content: Europe gary 166287 54
     [java] Duration:	2 ms		Content: Europe gary 913855 39
     [java] Duration:	3 ms		Content: Europe eve 116006 57
     [java] Duration:	3 ms		Content: Europe gary 646964 41
     [java] Duration:	2 ms		Content: Europe eve 656027 47
     [java] Duration:	3 ms		Content: Europe alice 505741 45
     [java] Duration:	2 ms		Content: Europe alice 755765 35
     [java] Duration:	2 ms		Content: Europe alice 775670 44
     [java] Duration:	3 ms		Content: Europe alice 809467 35
     [java] Duration:	2 ms		Content: Europe alice 473588 44
     [java] Duration:	2 ms		Content: Europe alice 307584 56
     [java] Duration:	3 ms		Content: Europe alice 642893 46
     [java] Duration:	3 ms		Content: Europe eve 1034953 44
     [java] Duration:	3 ms		Content: Europe alice 888420 40
     [java] Duration:	2 ms		Content: Europe gary 13905 44
     [java] Duration:	2 ms		Content: Europe gary 919560 36
     [java] Duration:	2 ms		Content: Europe gary 454269 45
     [java] Duration:	2 ms		Content: Europe eve 263568 32
     [java] Duration:	8 ms		Content: Europe carol 849550 32
     [java] Duration:	4 ms		Content: Europe alice 1032151 47
     [java] Duration:	2 ms		Content: Europe eve 663260 43
     [java] Duration:	2 ms		Content: Europe eve 333960 49
     [java] Duration:	2 ms		Content: Europe alice 975709 45
     [java] Duration:	2 ms		Content: Europe gary 382097 33
     [java] Duration:	2 ms		Content: Europe eve 690794 45
     [java] Duration:	2 ms		Content: Europe gary 145895 32
     [java] Duration:	2 ms		Content: Europe gary 715612 47
     [java] Duration:	2 ms		Content: Europe gary 510549 50
     [java] Duration:	2 ms		Content: Europe eve 20463 44
     [java] Duration:	2 ms		Content: Europe gary 592236 59
     [java] Duration:	2 ms		Content: Europe carol 373319 46
     [java] Duration:	2 ms		Content: Europe eve 891525 49
     [java] Duration:	2 ms		Content: Europe carol 138793 34
     [java] Duration:	2 ms		Content: Europe alice 578118 56
     [java] Duration:	2 ms		Content: Europe alice 597687 32
     [java] Duration:	2 ms		Content: Europe carol 23923 48
     [java] Duration:	2 ms		Content: Europe gary 512733 43
     [java] Duration:	3 ms		Content: Europe alice 968486 58
     [java] Duration:	3 ms		Content: Europe eve 390468 40
     [java] Duration:	2 ms		Content: Europe carol 767807 53
     [java] Duration:	3 ms		Content: Europe gary 425092 57
     [java] Duration:	2 ms		Content: Europe eve 933552 55
     [java] Duration:	3 ms		Content: Europe gary 557196 47
     [java] Duration:	3 ms		Content: Europe carol 713662 47
     [java] Duration:	2 ms		Content: Europe eve 182139 42
     [java] Duration:	2 ms		Content: Europe carol 731939 34
     [java] Duration:	2 ms		Content: Europe alice 187878 49
     [java] Duration:	3 ms		Content: Europe eve 398198 42
     [java] Duration:	7 ms		Content: Europe alice 448263 58
     [java] Duration:	3 ms		Content: Europe eve 249116 59
     [java] Duration:	3 ms		Content: Europe carol 516638 32
     [java] Duration:	2 ms		Content: Europe eve 264348 30
     [java] Duration:	2 ms		Content: Europe eve 337872 30
     [java] Duration:	26 ms		Content: Europe eve 366349 45
     [java] Duration:	3 ms		Content: Europe carol 482672 46
     [java] Duration:	3 ms		Content: Europe carol 510612 48
     [java] Duration:	3 ms		Content: Europe alice 421954 42
     [java] Duration:	3 ms		Content: Europe carol 360862 37
     [java] Duration:	3 ms		Content: Europe eve 148734 37
     [java] Duration:	3 ms		Content: Europe gary 449772 59
     [java] Duration:	25 ms		Content: Europe carol 743450 55
     [java] Duration:	2 ms		Content: Europe carol 627790 51
     [java] Duration:	2 ms		Content: Europe gary 730980 55
     [java] Duration:	2 ms		Content: Europe gary 421865 59
     [java] Duration:	3 ms		Content: Europe gary 190155 49
     [java] Duration:	2 ms		Content: Europe carol 443867 47
     [java] Duration:	2 ms		Content: Europe carol 1000602 38
     [java] Duration:	3 ms		Content: Europe alice 983195 41
     [java] Duration:	3 ms		Content: Europe eve 918667 51
     [java] Duration:	2 ms		Content: Europe eve 63629 35
     [java] Duration:	2 ms		Content: Europe carol 416788 41
     [java] Duration:	3 ms		Content: Europe eve 6414 57
     [java] Duration:	2 ms		Content: Europe eve 94194 35
     [java] Duration:	3 ms		Content: Europe gary 187432 44
     [java] Duration:	3 ms		Content: Europe eve 277074 40
     [java] Duration:	2 ms		Content: Europe gary 547498 38
     [java] Duration:	3 ms		Content: Europe gary 519581 54
     [java] Duration:	2 ms		Content: Europe eve 511361 57
     [java] Duration:	2 ms		Content: Europe eve 423209 32
     [java] Duration:	2 ms		Content: Europe carol 555218 53
     [java] Duration:	2 ms		Content: Europe eve 773352 46
     [java] Duration:	2 ms		Content: Europe eve 788137 55
     [java] Duration:	2 ms		Content: Europe carol 757731 46
     [java] Duration:	2 ms		Content: Europe gary 969955 30
     [java] Duration:	2 ms		Content: Europe eve 161749 41
     [java] Duration:	2 ms		Content: Europe gary 1048190 32
     [java] Duration:	2 ms		Content: Europe eve 369132 44
     [java] Duration:	2 ms		Content: Europe gary 653855 51
     [java] Duration:	3 ms		Content: Europe alice 1030491 37
     [java] Duration:	3 ms		Content: Europe carol 906978 44
     [java] Duration:	2 ms		Content: Europe gary 133132 44
     [java] Duration:	3 ms		Content: Europe gary 898237 59
     [java] Duration:	2 ms		Content: Europe carol 362468 53
     [java] Duration:	3 ms		Content: Europe gary 856606 45
     [java] Duration:	2 ms		Content: Europe carol 1037639 40
     [java] Duration:	9 ms		Content: Europe eve 1044013 51
     [java] Duration:	2 ms		Content: Europe alice 853583 51
     [java] Duration:	3 ms		Content: Europe gary 400910 40
     [java] Duration:	2 ms		Content: Europe eve 498011 44
     [java] Duration:	2 ms		Content: Europe eve 388799 46
     [java] Duration:	3 ms		Content: Europe alice 419829 59
     [java] Duration:	3 ms		Content: Europe eve 1047131 45
     [java] Duration:	4 ms		Content: Europe carol 416589 32
     [java] Duration:	3 ms		Content: Europe gary 34150 51
     [java] Duration:	30 ms		Content: Europe alice 493596 39
     [java] Duration:	3 ms		Content: Europe carol 817822 57
     [java] Duration:	3 ms		Content: Europe carol 183022 36
     [java] Duration:	3 ms		Content: Europe alice 95672 57
     [java] Duration:	3 ms		Content: Europe eve 534289 56
     [java] Duration:	3 ms		Content: Europe gary 543117 48
     [java] Duration:	3 ms		Content: Europe alice 254000 49
     [java] Duration:	75 ms		Content: Europe alice 28256 54
     [java] Duration:	3 ms		Content: Europe eve 684658 48
     [java] Duration:	3 ms		Content: Europe alice 688964 45
     [java] Duration:	3 ms		Content: Europe carol 677653 51
     [java] Duration:	37 ms		Content: Europe alice 367434 34
     [java] Duration:	3 ms		Content: Europe eve 923521 39
     [java] Duration:	3 ms		Content: Europe alice 712346 36
     [java] Duration:	3 ms		Content: Europe carol 1009283 40
     [java] Duration:	3 ms		Content: Europe carol 956987 57
     [java] Duration:	2 ms		Content: Europe carol 176454 32
     [java] Duration:	3 ms		Content: Europe gary 398304 33
     [java] Duration:	3 ms		Content: Europe eve 76715 42
     [java] Duration:	3 ms		Content: Europe alice 539402 47
     [java] Duration:	3 ms		Content: Europe carol 443637 42
     [java] Duration:	3 ms		Content: Europe gary 417468 31
     [java] Duration:	3 ms		Content: Europe gary 310957 59
     [java] Duration:	3 ms		Content: Europe alice 838112 51
     [java] Duration:	2 ms		Content: Europe gary 868733 51
     [java] Duration:	2 ms		Content: Europe eve 279745 47
     [java] Duration:	2 ms		Content: Europe gary 832537 30
     [java] Duration:	3 ms		Content: Europe alice 601506 50
     [java] Duration:	2 ms		Content: Europe gary 192367 59
     [java] Duration:	3 ms		Content: Europe eve 235338 53
     [java] Duration:	3 ms		Content: Europe alice 828772 53
     [java] Duration:	2 ms		Content: Europe eve 76649 45
     [java] Duration:	2 ms		Content: Europe gary 884800 42
     [java] Duration:	2 ms		Content: Europe carol 399491 59
     [java] Duration:	3 ms		Content: Europe alice 830662 43
     [java] Duration:	2 ms		Content: Europe carol 501080 53
     [java] Duration:	2 ms		Content: Europe eve 52155 39
     [java] Duration:	2 ms		Content: Europe gary 206291 46
     [java] Duration:	3 ms		Content: Europe alice 901910 46
     [java] Duration:	2 ms		Content: Europe gary 422678 34
     [java] Duration:	2 ms		Content: Europe carol 383959 57
     [java] Duration:	3 ms		Content: Europe alice 1044735 51
     [java] Duration:	2 ms		Content: Europe eve 955376 38
     [java] Duration:	3 ms		Content: Europe alice 721237 50
     [java] Duration:	2 ms		Content: Europe carol 1048161 44
     [java] Duration:	2 ms		Content: Europe carol 690415 34
     [java] Duration:	3 ms		Content: Europe alice 678437 32
     [java] Duration:	2 ms		Content: Europe eve 687931 43
     [java] Duration:	2 ms		Content: Europe carol 214244 44
     [java] Duration:	3 ms		Content: Europe alice 155555 43
     [java] Duration:	2 ms		Content: Europe carol 860091 41
     [java] Duration:	2 ms		Content: Europe carol 2315 56
     [java] Duration:	2 ms		Content: Europe gary 424417 58
     [java] Duration:	3 ms		Content: Europe carol 65587 55
     [java] Duration:	2 ms		Content: Europe eve 296392 51
     [java] Duration:	3 ms		Content: Europe alice 506492 55
     [java] Duration:	2 ms		Content: Europe carol 78565 58
     [java] Duration:	3 ms		Content: Europe alice 387468 59
     [java] Duration:	2 ms		Content: Europe gary 390501 55
     [java] Duration:	10 ms		Content: Europe eve 943388 36
     [java] Duration:	2 ms		Content: Europe carol 630070 42
     [java] Duration:	2 ms		Content: Europe carol 550295 56
     [java] Duration:	3 ms		Content: Europe alice 294777 55
     [java] Duration:	2 ms		Content: Europe carol 201655 36
     [java] Duration:	2 ms		Content: Europe eve 66269 33
     [java] Duration:	3 ms		Content: Europe gary 777168 34
     [java] Duration:	2 ms		Content: Europe carol 864617 41
     [java] Duration:	3 ms		Content: Europe eve 429861 50
     [java] Duration:	2 ms		Content: Europe gary 107357 37
     [java] Duration:	3 ms		Content: Europe eve 487091 57
     [java] Duration:	2 ms		Content: Europe carol 619739 53
     [java] Duration:	3 ms		Content: Europe alice 493316 32
     [java] Duration:	3 ms		Content: Europe carol 256770 41
     [java] Duration:	3 ms		Content: Europe gary 806992 53
     [java] Duration:	3 ms		Content: Europe alice 468112 49
     [java] Duration:	3 ms		Content: Europe alice 939463 34
     [java] Duration:	3 ms		Content: Europe carol 501977 53
     [java] Duration:	3 ms		Content: Europe carol 100412 50
     [java] Duration:	3 ms		Content: Europe carol 396255 46
     [java] Duration:	3 ms		Content: Europe alice 579363 41
     [java] Duration:	3 ms		Content: Europe eve 701001 47
     [java] Duration:	3 ms		Content: Europe alice 329584 58
     [java] Duration:	3 ms		Content: Europe gary 327092 44
     [java] Duration:	3 ms		Content: Europe alice 95827 32
     [java] Duration:	3 ms		Content: Europe eve 16399 46
     [java] Duration:	5 ms		Content: Europe alice 836117 35
     [java] Duration:	3 ms		Content: Europe carol 902941 57
     [java] Duration:	3 ms		Content: Europe eve 604860 42
     [java] Duration:	2 ms		Content: Europe eve 118468 59
     [java] Duration:	3 ms		Content: Europe gary 900891 39
     [java] Duration:	3 ms		Content: Europe alice 584734 42
     [java] Duration:	3 ms		Content: Europe carol 307574 44
     [java] Duration:	3 ms		Content: Europe carol 901455 54
     [java] Duration:	2 ms		Content: Europe eve 525915 59
     [java] Duration:	3 ms		Content: Europe eve 528445 33
     [java] Duration:	3 ms		Content: Europe alice 91341 33
     [java] Duration:	3 ms		Content: Europe gary 229782 35
     [java] Duration:	2 ms		Content: Europe carol 865135 58
     [java] Duration:	3 ms		Content: Europe alice 105071 33
     [java] Duration:	3 ms		Content: Europe carol 795715 57
     [java] Duration:	3 ms		Content: Europe alice 407414 53
     [java] Duration:	3 ms		Content: Europe gary 203208 33
     [java] Duration:	3 ms		Content: Europe alice 574020 50
     [java] Duration:	3 ms		Content: Europe alice 1012655 55
     [java] Duration:	2 ms		Content: Europe eve 785273 33
     [java] Duration:	7 ms		Content: Europe gary 391536 41
     [java] Duration:	3 ms		Content: Europe alice 767444 32
     [java] Duration:	2 ms		Content: Europe eve 103175 50
     [java] Duration:	3 ms		Content: Europe alice 65030 49
     [java] Duration:	3 ms		Content: Europe eve 436177 56
     [java] Duration:	2 ms		Content: Europe eve 303544 36
     [java] Duration:	3 ms		Content: Europe alice 521734 58
     [java] Duration:	3 ms		Content: Europe alice 886944 41
     [java] Duration:	3 ms		Content: Europe alice 256041 54
     [java] Duration:	7 ms		Content: Europe gary 690565 47
     [java] Duration:	3 ms		Content: Europe alice 833330 48
     [java] Duration:	2 ms		Content: Europe eve 1038740 38
     [java] Duration:	3 ms		Content: Europe alice 319708 57
     [java] Duration:	3 ms		Content: Europe carol 672873 31
     [java] Duration:	2 ms		Content: Europe carol 809222 46
     [java] Duration:	2 ms		Content: Europe eve 276196 33
     [java] Duration:	2 ms		Content: Europe gary 641167 56
     [java] Duration:	2 ms		Content: Europe carol 952921 55
     [java] Duration:	2 ms		Content: Europe gary 951756 38
     [java] Duration:	2 ms		Content: Europe gary 952165 32
     [java] Duration:	2 ms		Content: Europe alice 193778 54
     [java] Duration:	3 ms		Content: Europe eve 360139 33
     [java] Duration:	3 ms		Content: Europe alice 243561 54
     [java] Duration:	3 ms		Content: Europe alice 613649 43
     [java] Duration:	2 ms		Content: Europe eve 755860 59
     [java] Duration:	3 ms		Content: Europe alice 655963 30
     [java] Duration:	3 ms		Content: Europe eve 575426 39
     [java] Duration:	2 ms		Content: Europe eve 161063 49
     [java] Duration:	3 ms		Content: Europe alice 63812 55
     [java] Duration:	3 ms		Content: Europe alice 819388 45
     [java] Duration:	3 ms		Content: Europe eve 926833 33
     [java] Duration:	2 ms		Content: Europe eve 515646 47
     [java] Duration:	2 ms		Content: Europe eve 209342 34
     [java] Duration:	2 ms		Content: Europe eve 57403 46
     [java] Duration:	2 ms		Content: Europe eve 868733 58
     [java] Duration:	3 ms		Content: Europe alice 689562 52
     [java] Duration:	3 ms		Content: Europe gary 559852 51
     [java] Duration:	3 ms		Content: Europe gary 679834 43
     [java] Duration:	2 ms		Content: Europe eve 471649 57
     [java] Duration:	3 ms		Content: Europe alice 129026 31
     [java] Duration:	2 ms		Content: Europe carol 419756 34
     [java] Duration:	2 ms		Content: Europe carol 66170 31
     [java] Duration:	2 ms		Content: Europe carol 723727 30
     [java] Duration:	2 ms		Content: Europe gary 817938 37
     [java] Duration:	2 ms		Content: Europe gary 705867 37
     [java] Duration:	2 ms		Content: Europe carol 712573 41
     [java] Duration:	2 ms		Content: Europe carol 694212 31
     [java] Duration:	2 ms		Content: Europe carol 581238 39
     [java] Duration:	3 ms		Content: Europe alice 997083 48
     [java] Duration:	3 ms		Content: Europe carol 272952 52
